"X","Y","Z","Intensity","ReturnNumber","NumberOfReturns","ScanDirectionFlag","EdgeofFlightLine","Classification","ScanAngleRank","UserData","PointSourceID","gpstime","Range"
5673357.1880,3704856.9900,1507.4520,171,1,1,1,0,5,11,0,526,53965583.61568940,954.2648
5673357.5300,3704857.3690,1506.6650,180,1,1,1,0,5,12,0,526,53965583.61569330,955.0830
5673357.8410,3704857.7130,1506.6650,157,1,1,1,0,5,12,0,526,53965583.61569740,955.1130
5673358.2770,3704858.1950,1503.7780,107,1,1,1,0,5,12,0,526,53965583.61570140,958.0362
5673358.5550,3704858.5380,1504.0400,93,1,1,1,0,5,12,0,526,53965583.61570550,957.8035
5673358.8970,3704858.9160,1503.7450,174,1,1,1,0,5,12,0,526,53965583.61570940,958.1316
5673359.3960,3704859.4340,1499.5780,133,1,1,1,0,5,12,0,526,53965583.61571350,962.3374
5673359.3930,3704859.5000,1506.0410,137,1,1,1,0,5,12,0,526,53965583.61571750,955.8920
5673359.6400,3704859.8080,1507.0580,148,1,1,1,0,5,12,0,526,53965583.61572150,954.9038
5673359.9200,3704860.1180,1507.7150,173,1,1,1,0,5,12,0,526,53965583.61572550,954.2769
5673360.2300,3704860.4950,1507.4190,200,1,1,1,0,5,12,0,526,53965583.61572960,954.6054
5673360.5410,3704860.8390,1507.4190,145,1,1,1,0,5,12,0,526,53965583.61573360,954.6375
5673361.1660,3704861.4620,1501.3830,29,1,1,1,0,5,12,0,526,53965583.61573760,960.7204
5673361.0990,3704861.4920,1508.1410,173,1,1,1,0,5,12,0,526,53965583.61574160,953.9770
5673361.4100,3704861.8360,1508.2070,150,1,1,1,0,5,12,0,526,53965583.61574570,953.9439
5673361.7190,3704862.2130,1508.2070,16,1,3,1,0,5,12,0,526,53965583.61574960,953.9783
5673362.4720,3704862.9080,1493.8370,95,2,3,1,0,5,12,0,526,53965583.61574960,968.3848
5673363.0710,3704863.3980,1482.5830,10,3,3,1,0,5,12,0,526,53965583.61574960,979.6653
5673362.6260,3704863.1130,1496.5600,185,1,1,1,0,5,12,0,526,53965583.61575370,965.6869
5673362.9040,3704863.4550,1497.0190,75,1,2,1,0,5,12,0,526,53965583.61575770,965.2606
5673363.5980,3704864.0160,1484.4860,85,2,2,1,0,5,12,0,526,53965583.61575770,977.8253
5673363.2150,3704863.8000,1497.0520,182,1,1,1,0,5,12,0,526,53965583.61576180,965.2614
5673363.2120,3704863.8650,1503.1210,138,1,1,1,0,5,12,0,526,53965583.61576570,959.2118
5673363.4280,3704864.1390,1504.4340,153,1,1,1,0,5,12,0,526,53965583.61576970,957.9278
5673363.7700,3704864.5180,1504.0730,157,1,1,1,0,5,12,0,526,53965583.61577380,958.3256
5673364.0790,3704864.8950,1503.4820,200,1,1,1,0,5,12,0,526,53965583.61577790,958.9509
5673366.0240,3704866.7010,1474.4140,168,1,1,1,0,5,12,0,526,53965583.61578180,988.1362
5673366.3660,3704867.0800,1474.1190,181,1,1,1,0,5,12,0,526,53965583.61578580,988.4689
5673366.2060,3704867.0060,1482.1570,165,1,1,1,0,5,12,0,526,53965583.61578990,980.4415
5673366.5150,3704867.3830,1482.0580,102,1,2,1,0,5,12,0,526,53965583.61579380,980.5771
5673368.9970,3704869.6110,1439.1780,8,2,2,1,0,8,12,0,526,53965583.61579380,1023.5866
5673366.8570,3704867.7620,1481.7300,166,1,1,1,0,5,12,0,526,53965583.61579790,980.9434
5673367.1680,3704868.1060,1481.6320,213,1,1,1,0,5,12,0,526,53965583.61580190,981.0769
5673366.9450,3704867.9630,1491.2120,114,1,1,1,0,5,12,0,526,53965583.61580600,971.5058
5673367.2240,3704868.3060,1491.3430,132,1,1,1,0,5,12,0,526,53965583.61580990,971.4096
5673367.3780,3704868.5110,1494.1980,111,1,2,1,0,5,12,0,526,53965583.61581400,968.5835
5673368.1000,3704869.1720,1481.8940,35,2,2,1,0,5,12,0,526,53965583.61581400,980.9263
5673367.6890,3704868.8550,1494.1650,158,1,2,1,0,5,12,0,526,53965583.61581800,968.6531
5673368.3780,3704869.5140,1482.2220,12,2,2,1,0,5,12,0,526,53965583.61581800,980.6341
5673367.9670,3704869.1980,1494.3620,139,1,1,1,0,5,12,0,526,53965583.61582200,968.4917
5673368.6850,3704869.9240,1487.6690,187,1,1,1,0,5,12,0,526,53965583.61582600,975.2451
5673367.8650,3704869.2580,1506.3040,132,1,1,1,0,5,12,0,526,53965583.61583010,956.5859
5673368.1760,3704869.6020,1506.5660,155,1,2,1,0,5,12,0,526,53965583.61583410,956.3624
5673370.4660,3704869.7840,1508.7640,84,1,2,0,0,5,13,0,526,53965583.62324380,954.2806
5673370.1880,3704869.4420,1508.5350,161,1,1,0,0,5,13,0,526,53965583.62324770,954.4724
5673369.9080,3704869.1320,1508.0430,187,1,1,0,0,5,13,0,526,53965583.62325180,954.9282
5673369.5970,3704868.7880,1508.1080,57,1,2,0,0,5,13,0,526,53965583.62325580,954.8254
5673370.9170,3704869.9710,1486.3890,152,2,2,0,0,5,13,0,526,53965583.62325580,976.6166
5673369.2880,3704868.4110,1508.2070,178,1,1,0,0,5,13,0,526,53965583.62325990,954.6872
5673368.9770,3704868.0660,1508.4040,199,1,2,0,0,5,12,0,526,53965583.62326380,954.4531
5673370.1720,3704869.1120,1488.6200,18,2,2,0,0,5,12,0,526,53965583.62326380,974.3007
5673368.6990,3704867.7240,1508.1740,75,1,2,0,0,5,12,0,526,53965583.62326790,954.6471
5673369.8610,3704868.7680,1488.6860,88,2,2,0,0,5,12,0,526,53965583.62326790,974.1976
5673369.5500,3704868.4240,1488.7840,236,1,1,0,0,5,12,0,526,53965583.62327190,974.0627
5673369.2410,3704868.0470,1488.5870,241,1,1,0,0,5,12,0,526,53965583.62327600,974.2205
5673368.8970,3704867.7010,1488.8170,227,1,1,0,0,5,12,0,526,53965583.62327990,973.9524
5673368.6200,3704867.3260,1488.7190,135,1,1,0,0,5,12,0,526,53965583.62328400,974.0140
5673368.7480,3704867.3980,1481.0740,145,1,2,0,0,5,12,0,526,53965583.62328800,981.6466
5673370.5060,3704868.9980,1451.1530,33,2,2,0,0,4,12,0,526,53965583.62328800,1011.6618
5673368.4390,3704867.0210,1480.9100,161,1,1,0,0,5,12,0,526,53965583.62329200,981.7724
5673368.1280,3704866.6770,1481.1400,157,1,1,0,0,5,12,0,526,53965583.62329600,981.5073
5673367.8180,3704866.3000,1481.2380,183,1,1,0,0,5,12,0,526,53965583.62330010,981.3723
5673367.5710,3704865.9910,1480.0570,183,1,1,0,0,5,12,0,526,53965583.62330410,982.5199
5673367.8580,3704866.1700,1469.8870,96,1,2,0,0,5,12,0,526,53965583.62330810,992.6857
5673369.5850,3704867.7360,1439.2110,34,2,2,0,0,8,12,0,526,53965583.62330810,1023.4501
5673367.2010,3704865.5130,1475.4310,199,1,1,0,0,5,12,0,526,53965583.62331210,987.0873
5673366.8920,3704865.1360,1475.4970,145,1,1,0,0,5,12,0,526,53965583.62331620,986.9853
5673366.8310,3704865.0340,1470.3790,186,1,1,0,0,5,12,0,526,53965583.62332010,992.0805
5673365.0440,3704863.3670,1497.3140,200,1,1,0,0,5,12,0,526,53965583.62332420,965.0384
5673364.7340,3704862.9900,1497.3470,204,1,2,0,0,5,12,0,526,53965583.62332820,964.9699
5673368.0350,3704865.9160,1437.8000,17,2,2,0,0,8,12,0,526,53965583.62332820,1024.6800
5673364.3920,3704862.6110,1498.1020,208,1,1,0,0,5,12,0,526,53965583.62333230,964.1797
5673364.1140,3704862.2690,1497.9700,221,1,1,0,0,5,12,0,526,53965583.62333630,964.2796
5673363.3950,3704861.5420,1505.6800,129,1,1,0,0,5,12,0,526,53965583.62334020,956.5160
5673363.1170,3704861.2000,1505.2540,173,1,1,0,0,5,12,0,526,53965583.62334430,956.9096
5673362.7730,3704860.8540,1505.4840,187,1,1,0,0,5,12,0,526,53965583.62334840,956.6454
5673362.9670,3704860.9290,1496.1000,134,1,2,0,0,5,12,0,526,53965583.62335230,966.0196
5673363.9730,3704861.8020,1477.3670,31,2,2,0,0,5,12,0,526,53965583.62335230,984.7999
5673362.0600,3704860.0290,1507.5830,64,1,2,0,0,5,12,0,526,53965583.62335630,954.4753
5673362.6880,3704860.5870,1495.6410,82,2,2,0,0,5,12,0,526,53965583.62335630,966.4468
5673361.7810,3704859.6870,1507.5180,231,1,1,0,0,5,12,0,526,53965583.62336040,954.5097
5673361.4700,3704859.3430,1507.1570,205,1,1,0,0,5,12,0,526,53965583.62336440,954.8377
5673361.2230,3704859.0340,1506.4020,162,1,1,0,0,5,12,0,526,53965583.62336840,955.5641
5673361.0070,3704858.7610,1504.5980,155,1,1,0,0,5,12,0,526,53965583.62337240,957.3404
5673360.6650,3704858.3820,1505.1230,138,1,1,0,0,5,12,0,526,53965583.62337650,956.7821
5673360.8900,3704858.4920,1494.7220,237,1,1,0,0,5,12,0,526,53965583.62338040,967.1756
5673360.5790,3704858.1480,1494.6570,178,1,1,0,0,5,12,0,526,53965583.62338450,967.2096
5673361.0880,3704858.4690,1478.4170,102,1,2,0,0,5,12,0,526,53965583.62338850,983.4531
5673363.2880,3704860.4200,1434.5190,39,2,2,0,0,8,12,0,526,53965583.62338850,1027.4494
5673360.0220,3704857.4620,1493.6400,191,1,2,0,0,5,12,0,526,53965583.62339250,968.1666
5673360.8100,3704858.1270,1477.6950,14,2,2,0,0,5,12,0,526,53965583.62339250,984.1449
5673359.7110,3704857.1180,1493.5410,110,1,2,0,0,5,12,0,526,53965583.62339650,968.2351
5673360.4990,3704857.7820,1477.4000,41,2,2,0,0,5,12,0,526,53965583.62339650,984.4090
5673359.4330,3704856.7760,1493.2790,37,1,2,0,0,5,12,0,526,53965583.62340060,968.4683
5673360.2200,3704857.4400,1477.2680,146,2,2,0,0,5,12,0,526,53965583.62340060,984.5124
5673359.2790,3704856.5710,1489.6040,10,1,1,0,0,5,12,0,526,53965583.62340460,972.1194
5673359.5670,3704856.7170,1477.2680,142,2,2,0,0,5,11,0,526,53965583.62340870,984.4500
5673358.4650,3704855.7740,1500.2670,31,1,2,0,0,5,11,0,526,53965583.62340870,961.4054
5673357.9660,3704855.2560,1504.3350,111,1,1,0,0,5,11,0,526,53965583.62341260,957.3000
5673357.6570,3704854.8790,1504.5320,109,1,2,0,0,5,11,0,526,53965583.62341670,957.0731
5673358.9160,3704855.9610,1477.9250,21,2,2,0,0,5,11,0,526,53965583.62341670,983.7318
5673360.7770,3704857.4680,1432.0910,18,3,3,0,0,8,11,0,526,53965583.62342070,1029.6256
5673357.2840,3704854.4660,1505.6800,76,1,3,0,0,5,11,0,526,53965583.62342070,955.8927
5673358.7640,3704855.7230,1474.1840,43,2,3,0,0,5,11,0,526,53965583.62342070,987.4485
5673357.0050,3704854.1230,1505.3850,142,1,2,0,0,5,11,0,526,53965583.62342460,956.1600
5673358.4530,3704855.3790,1474.2170,9,2,2,0,0,5,11,0,526,53965583.62342460,987.3869
5673356.6940,3704853.7790,1505.5160,234,1,1,0,0,5,11,0,526,53965583.62342870,956.0009
5673356.3850,3704853.4020,1505.5820,238,1,1,0,0,5,11,0,526,53965583.62343280,955.9056
5673356.1380,3704853.0940,1504.5650,198,1,1,0,0,5,11,0,526,53965583.62343680,956.8971
5673355.8890,3704852.8180,1503.0230,156,1,1,0,0,5,11,0,526,53965583.62344070,958.4141
5673355.7040,3704852.5790,1500.0050,17,1,3,0,0,5,11,0,526,53965583.62344480,961.4089
5673356.9030,3704853.5600,1474.0860,98,2,3,0,0,5,11,0,526,53965583.62344480,987.3742
5673358.8870,3704855.2370,1430.7790,15,3,3,0,0,8,11,0,526,53965583.62344480,1030.7590
5673355.3310,3704852.1660,1501.6120,196,1,1,0,0,5,11,0,526,53965583.62344880,959.7720
5673355.0530,3704851.8230,1500.8250,139,1,1,0,0,5,11,0,526,53965583.62345280,960.5322
5673354.7740,3704851.4810,1500.4640,160,1,1,0,0,5,11,0,526,53965583.62345680,960.8672
5673354.8110,3704851.4170,1493.0490,185,1,1,0,0,5,11,0,526,53965583.62346090,968.2690
5673354.5010,3704851.0400,1492.8520,177,1,1,0,0,5,11,0,526,53965583.62346490,968.4382
5673354.1900,3704850.6960,1492.3930,232,1,1,0,0,5,11,0,526,53965583.62346890,968.8702
5673353.9120,3704850.3530,1492.2950,132,1,2,0,0,5,11,0,526,53965583.62347290,968.9436
5673354.5730,3704850.9120,1476.3170,22,2,2,0,0,5,11,0,526,53965583.62347290,984.9450
5673354.2640,3704850.5350,1476.2510,163,1,1,0,0,5,11,0,526,53965583.62347700,984.9841
5673353.9530,3704850.1910,1476.1530,202,1,1,0,0,5,11,0,526,53965583.62348100,985.0565
5673352.8550,3704849.1830,1494.8210,119,1,2,0,0,5,11,0,526,53965583.62348500,966.3349
5673353.4870,3704849.6750,1479.9590,57,2,2,0,0,5,11,0,526,53965583.62348500,981.2185
5673353.1440,3704849.2960,1480.3200,113,2,2,0,0,5,11,0,526,53965583.62348900,980.8304
5673352.5440,3704848.8390,1494.9520,63,1,2,0,0,5,11,0,526,53965583.62348900,966.1791
5673354.2860,3704850.1090,1446.4610,15,2,2,0,0,5,11,0,526,53965583.62349310,1014.7155
5673352.8350,3704848.9190,1480.7130,106,1,2,0,0,5,11,0,526,53965583.62349310,980.4122
5673352.5240,3704848.5750,1480.1230,227,1,1,0,0,5,11,0,526,53965583.62349700,980.9768
5673352.2150,3704848.1980,1480.1550,216,1,1,0,0,5,11,0,526,53965583.62350110,980.9195
5673351.9680,3704847.8900,1478.9740,201,1,1,0,0,5,11,0,526,53965583.62350510,982.0786
5673351.6890,3704847.5470,1477.9900,225,1,1,0,0,5,11,0,526,53965583.62350920,983.0387
5673351.3780,3704847.2030,1477.4980,167,1,1,0,0,5,11,0,526,53965583.62351320,983.5064
5673351.0670,3704846.8590,1477.3670,169,1,1,0,0,5,11,0,526,53965583.62351720,983.6138
5673350.9170,3704846.5880,1473.3970,209,1,1,0,0,5,11,0,526,53965583.62352120,987.5642
5673350.4160,3704846.1030,1477.9900,142,1,1,0,0,5,11,0,526,53965583.62352510,982.9421
5673349.9810,3704845.6210,1481.4020,211,1,1,0,0,5,11,0,526,53965583.62352920,979.5025
5673349.6370,3704845.2750,1482.2550,226,1,1,0,0,5,11,0,526,53965583.62353320,978.6267
5673349.2950,3704844.8960,1482.7800,75,1,2,0,0,5,11,0,526,53965583.62353730,978.0777
5673351.4760,3704846.5840,1425.9890,36,2,2,0,0,8,11,0,526,53965583.62353730,1034.9356
5673349.0180,3704844.5210,1481.2710,15,1,2,0,0,5,11,0,526,53965583.62354120,979.5633
5673351.1330,3704846.2050,1425.5300,104,2,2,0,0,8,11,0,526,53965583.62354120,1035.3698
5673348.7050,3704844.2090,1481.2380,108,1,2,0,0,5,11,0,526,53965583.62354530,979.5753
5673349.5600,3704844.8440,1458.2070,7,2,2,0,0,5,11,0,526,53965583.62354530,1002.6308
5673348.3960,3704843.8320,1481.0410,144,1,2,0,0,5,11,0,526,53965583.62354930,979.7496
5673349.6950,3704844.7850,1447.1500,23,2,2,0,0,5,11,0,526,53965583.62354930,1013.6788
5673348.0870,3704843.4550,1481.1730,192,1,1,0,0,5,10,0,526,53965583.62355340,979.5955
5673347.8100,3704843.0800,1480.3850,188,1,1,0,0,5,10,0,526,53965583.62355730,980.3619
5673347.4980,3704842.7690,1480.5160,202,1,1,0,0,5,10,0,526,53965583.62356140,980.2109
5673347.1550,3704842.3900,1480.4180,149,1,1,0,0,5,10,0,526,53965583.62356540,980.2860
5673347.1310,3704842.2240,1472.6750,221,1,1,0,0,5,10,0,526,53965583.62356940,988.0158
5673346.7580,3704841.8110,1474.2830,49,1,2,0,0,5,10,0,526,53965583.62357340,986.3851
5673348.5290,3704843.1490,1424.0530,113,2,2,0,0,8,10,0,526,53965583.62357340,1036.6641
5673346.4480,3704841.4340,1474.4140,185,1,1,0,0,5,10,0,526,53965583.62357750,986.2334
5673346.1060,3704841.0560,1475.0050,227,1,1,0,0,5,10,0,526,53965583.62358150,985.6212
5673345.7970,3704840.6790,1474.7420,226,1,1,0,0,5,10,0,526,53965583.62358560,985.8637
5673345.4860,3704840.3340,1474.5120,229,1,1,0,0,5,10,0,526,53965583.62358950,986.0741
5673345.1770,3704839.9570,1474.1840,158,1,2,0,0,5,10,0,526,53965583.62359360,986.3820
5673346.0950,3704840.6280,1447.2490,9,2,2,0,0,5,10,0,526,53965583.62359360,1013.3409
5673344.8660,3704839.6130,1473.8890,81,1,2,0,0,5,10,0,526,53965583.62359750,986.6578
5673345.4040,3704840.0020,1458.0750,120,2,2,0,0,5,10,0,526,53965583.62359750,1002.4857
5673345.0620,3704839.6230,1457.8460,182,1,1,0,0,5,10,0,526,53965583.62360160,1002.6940
5673344.7860,3704839.2480,1457.3210,210,1,1,0,0,5,10,0,526,53965583.62360560,1003.2006
5673343.7770,3704838.4080,1478.5150,140,1,1,0,0,5,10,0,526,53965583.62360970,981.9711
5673343.4350,3704838.0300,1479.1380,212,1,1,0,0,5,10,0,526,53965583.62361370,981.3289
5673343.0930,3704837.6510,1479.5650,184,1,1,0,0,5,10,0,526,53965583.62361760,980.8827
5673342.7510,3704837.2720,1480.2540,197,1,1,0,0,5,10,0,526,53965583.62362170,980.1749
5673342.5040,3704836.9640,1478.4170,229,1,1,0,0,5,10,0,526,53965583.62362580,981.9961
5673342.1940,3704836.5870,1478.4490,45,1,1,0,0,5,10,0,526,53965583.62362970,981.9464
5673341.6620,3704836.0670,1484.8800,114,1,1,0,0,5,10,0,526,53965583.62363370,975.4925
5673341.3530,3704835.6900,1485.5030,236,1,1,0,0,5,10,0,526,53965583.62363780,974.8528
5673341.0090,3704835.3450,1485.7330,217,1,1,0,0,5,10,0,526,53965583.62364180,974.6055
5673340.9230,3704835.1100,1478.3180,192,1,1,0,0,5,10,0,526,53965583.62364580,982.0085
5673340.6120,3704834.7660,1477.9570,123,1,1,0,0,5,10,0,526,53965583.62364980,982.3533
5673341.1290,3704834.9240,1448.6590,100,1,1,0,0,5,10,0,526,53965583.62365390,1011.6516
5673340.8200,3704834.5470,1448.3970,145,1,1,0,0,5,10,0,526,53965583.62365790,1011.8974
5673339.7130,3704833.7020,1475.8580,208,1,1,0,0,5,10,0,526,53965583.62366190,984.4051
5673339.4040,3704833.3250,1475.5950,120,1,1,0,0,5,10,0,526,53965583.62366590,984.6524
5673339.5090,3704833.1990,1460.2080,159,1,2,0,0,5,10,0,526,53965583.62367000,1000.0318
5673340.1460,3704833.5930,1438.1280,16,2,2,0,0,5,10,0,526,53965583.62367000,1022.1244
5673338.8800,3704832.6420,1471.8880,17,1,1,0,0,5,10,0,526,53965583.62367390,988.3310
5673338.8880,3704832.4780,1459.8470,188,1,2,0,0,5,10,0,526,53965583.62367800,1000.3632
5673339.9710,3704833.1570,1419.8870,7,2,2,0,0,8,10,0,526,53965583.62367800,1040.3436
5673338.1960,3704831.8840,1474.2170,208,1,1,0,0,5,10,0,526,53965583.62368200,985.9719
5673337.8540,3704831.5060,1474.4140,165,1,1,0,0,5,10,0,526,53965583.62368610,985.7598
5673337.5750,3704831.1630,1473.4300,197,1,1,0,0,5,10,0,526,53965583.62369000,986.7305
5673337.2660,3704830.7860,1472.9050,184,1,1,0,0,5,10,0,526,53965583.62369410,987.2415
5673336.9570,3704830.4090,1472.9380,227,1,1,0,0,5,9,0,526,53965583.62369810,987.1949
5673336.6460,3704830.0650,1472.7410,180,1,1,0,0,5,9,0,526,53965583.62370200,987.3788
5673336.9420,3704830.0470,1446.9210,127,1,2,0,0,5,9,0,526,53965583.62370610,1013.1952
5673337.6780,3704830.4460,1417.9510,8,2,2,0,0,8,9,0,526,53965583.62370610,1042.1773
5673336.3780,3704829.5260,1456.8620,22,1,2,0,0,5,9,0,526,53965583.62371020,1003.2370
5673337.3350,3704830.0670,1417.8520,122,2,2,0,0,8,9,0,526,53965583.62371020,1042.2625
5673335.8770,3704829.0400,1464.5060,196,1,1,0,0,5,9,0,526,53965583.62371420,995.5772
5673335.4080,3704828.5570,1470.6080,102,1,1,0,0,5,9,0,526,53965583.62371810,989.4599
5673335.0970,3704828.2130,1470.7390,166,1,1,0,0,5,9,0,526,53965583.62372220,989.3172
5673334.7230,3704827.8320,1472.0850,206,1,1,0,0,5,9,0,526,53965583.62372620,987.9581
5673334.4130,3704827.4550,1472.6420,174,1,1,0,0,5,9,0,526,53965583.62373030,987.3896
5673334.1020,3704827.1110,1471.6910,220,1,1,0,0,5,9,0,526,53965583.62373420,988.3292
5673333.7930,3704826.7340,1471.6250,100,1,1,0,0,5,9,0,526,53965583.62373830,988.3840
5673333.3540,3704826.3170,1476.1200,131,1,1,0,0,5,9,0,526,53965583.62374230,983.8761
5673333.1400,3704826.0110,1471.8550,156,1,1,0,0,5,9,0,526,53965583.62374630,988.1319
5673332.8300,3704825.6340,1471.8220,161,1,1,0,0,5,9,0,526,53965583.62375030,988.1544
5673332.5210,3704825.2570,1471.7240,92,1,2,0,0,5,9,0,526,53965583.62375440,988.2422
5673332.8750,3704825.4060,1454.1380,16,2,2,0,0,5,9,0,526,53965583.62375440,1005.8323
5673332.0190,3704824.8040,1480.8120,217,1,1,0,0,5,9,0,526,53965583.62375840,979.1418
5673331.6760,3704824.4260,1480.9100,98,1,1,0,0,5,9,0,526,53965583.62376250,979.0334
5673331.3670,3704824.0490,1480.2870,77,1,1,0,0,5,9,0,526,53965583.62376640,979.6467
5673331.0890,3704823.7060,1479.7620,103,1,1,0,0,5,9,0,526,53965583.62377050,980.1632
5673330.8430,3704823.3650,1474.5120,71,1,1,0,0,5,9,0,526,53965583.62377440,985.4045
5673330.4050,3704822.9490,1481.7300,44,1,2,0,0,5,9,0,526,53965583.62377850,978.1765
5673330.7270,3704823.0640,1464.3090,23,2,2,0,0,5,9,0,526,53965583.62377850,995.6009
5673330.0950,3704822.5720,1482.0250,34,1,1,0,0,5,9,0,526,53965583.62378250,977.8730
5673329.7840,3704822.2280,1481.3690,36,1,2,0,0,5,9,0,526,53965583.62378660,978.5208
5673330.0100,3704822.3050,1468.3440,64,2,2,0,0,5,9,0,526,53965583.62378660,991.5479
5673329.4750,3704821.8510,1481.5330,170,1,2,0,0,5,9,0,526,53965583.62379060,978.3487
5673329.7010,3704821.9280,1468.7380,23,2,2,0,0,5,9,0,526,53965583.62379060,991.1460
5673329.1330,3704821.4720,1482.1900,85,1,1,0,0,5,9,0,526,53965583.62379460,977.6834
5673328.8220,3704821.1280,1481.4020,149,1,1,0,0,5,9,0,526,53965583.62379860,978.4638
5673328.5130,3704820.7510,1481.0080,120,1,1,0,0,5,9,0,526,53965583.62380270,978.8504
5673328.2030,3704820.3740,1481.1070,137,1,1,0,0,5,9,0,526,53965583.62380660,978.7444
5673327.8610,3704819.9950,1482.6820,173,1,1,0,0,5,9,0,526,53965583.62381060,977.1622
5673327.5500,3704819.6510,1482.5500,139,1,1,0,0,5,9,0,526,53965583.62381470,977.2876
5673327.2410,3704819.2740,1481.5660,166,1,1,0,0,5,9,0,526,53965583.62381880,978.2651
5673326.9300,3704818.9300,1480.8120,150,1,1,0,0,5,9,0,526,53965583.62382270,979.0130
5673326.6530,3704818.5540,1478.8430,143,1,1,0,0,5,9,0,526,53965583.62382670,980.9763
5673326.3440,3704818.1770,1478.8100,118,1,2,0,0,5,9,0,526,53965583.62383080,981.0037
5673326.6040,3704818.2230,1459.5520,9,2,2,0,0,5,9,0,526,53965583.62383080,1000.2635
5673326.0000,3704817.8310,1479.1380,111,1,2,0,0,5,9,0,526,53965583.62383480,980.6699
5673326.2950,3704817.8460,1458.1080,21,2,2,0,0,5,9,0,526,53965583.62383480,1001.7019
5673325.6580,3704817.4530,1482.0910,190,1,1,0,0,5,8,0,526,53965583.62383880,977.7115
5673325.3490,3704817.0760,1481.7960,147,1,1,0,0,5,8,0,526,53965583.62384280,978.0016
5673325.0390,3704816.6990,1481.8610,146,1,1,0,0,5,8,0,526,53965583.62384680,977.9319
5673324.7280,3704816.3540,1480.2870,116,1,2,0,0,5,8,0,526,53965583.62385080,979.5013
5673325.0900,3704816.3400,1451.4150,44,2,2,0,0,5,8,0,526,53965583.62385080,1008.3755
5673324.7480,3704815.9610,1452.9900,159,1,1,0,0,5,8,0,526,53965583.62385490,1006.7961
5673324.4390,3704815.5840,1451.6780,71,1,2,0,0,5,8,0,526,53965583.62385890,1008.1040
5673324.7010,3704815.5970,1431.2050,108,2,2,0,0,5,8,0,526,53965583.62385890,1028.5787
5673324.0970,3704815.2050,1452.7600,155,1,2,0,0,5,8,0,526,53965583.62386300,1007.0180
5673324.3590,3704815.2190,1431.0410,24,2,2,0,0,5,8,0,526,53965583.62386300,1028.7385
5673323.7880,3704814.8280,1451.4810,30,1,2,0,0,5,8,0,526,53965583.62386690,1008.2934
5673324.0190,3704814.8070,1430.8120,135,2,2,0,0,5,8,0,526,53965583.62386690,1028.9637
5673323.4780,3704814.4510,1451.1860,197,1,2,0,0,5,8,0,526,53965583.62387100,1008.5852
5673323.7090,3704814.4300,1430.4180,11,2,2,0,0,5,8,0,526,53965583.62387100,1029.3544
5673323.1360,3704814.0730,1450.3000,126,1,2,0,0,5,8,0,526,53965583.62387500,1009.4677
5673323.6310,3704814.0320,1408.4360,29,2,2,0,0,8,8,0,526,53965583.62387500,1051.3346
5673323.2900,3704813.6210,1408.4360,175,1,1,0,0,8,8,0,526,53965583.62387900,1051.3316
5673322.4520,3704813.3150,1454.0730,162,1,1,0,0,5,8,0,526,53965583.62388300,1005.6890
5673322.1430,3704812.9380,1454.2040,179,1,1,0,0,5,8,0,526,53965583.62388710,1005.5558
5673321.8000,3704812.5600,1453.9420,152,1,1,0,0,5,8,0,526,53965583.62389110,1005.8154
5673322.1140,3704809.6190,1448.0690,172,1,1,1,0,5,8,0,526,53965583.63298940,1011.6615
5673322.4230,3704809.9960,1448.4950,187,1,1,1,0,5,8,0,526,53965583.63299330,1011.2365
5673322.7650,3704810.3750,1448.7580,170,1,2,1,0,5,8,0,526,53965583.63299740,1010.9750
5673323.1340,3704810.2300,1408.5350,7,2,2,1,0,8,8,0,526,53965583.63299740,1051.1999
5673323.0750,3704810.7520,1448.6920,205,1,1,1,0,5,8,0,526,53965583.63300140,1011.0424
5673323.8170,3704811.0200,1408.6660,111,1,1,1,0,8,8,0,526,53965583.63300540,1051.0725
5673324.1570,3704811.4310,1408.6990,126,1,1,1,0,8,8,0,526,53965583.63300940,1051.0416
5673324.4990,3704811.8100,1408.5680,170,1,1,1,0,8,8,0,526,53965583.63301350,1051.1751
5673324.8400,3704812.2210,1408.6000,186,1,1,1,0,8,8,0,526,53965583.63301750,1051.1457
5673325.1820,3704812.6000,1408.6000,183,1,1,1,0,8,8,0,526,53965583.63302150,1051.1487
5673325.5220,3704813.0110,1408.6990,165,1,1,1,0,8,8,0,526,53965583.63302550,1051.0529
5673325.8640,3704813.3900,1408.7640,191,1,1,1,0,8,8,0,526,53965583.63302960,1050.9914
5673326.2050,3704813.8010,1408.7970,193,1,1,1,0,8,8,0,526,53965583.63303350,1050.9621
5673326.2520,3704814.1650,1430.9760,141,1,2,1,0,5,8,0,526,53965583.63303760,1028.7852
5673326.5470,3704814.1800,1408.8300,25,2,2,1,0,8,8,0,526,53965583.63303760,1050.9331
5673326.5920,3704814.5770,1431.1070,182,1,1,1,0,5,8,0,526,53965583.63304160,1028.6584
5673326.6390,3704814.9400,1453.5480,160,1,1,1,0,5,8,0,526,53965583.63304570,1006.2200
5673326.6210,3704815.3010,1480.3520,83,1,2,1,0,5,8,0,526,53965583.63304970,979.4183
5673326.9160,3704815.3160,1457.1570,26,2,2,1,0,5,8,0,526,53965583.63304970,1002.6152
5673326.9310,3704815.6780,1481.5990,186,1,1,1,0,5,9,0,526,53965583.63305370,978.1760
